NR_ZONA;NR_SECAO;NM_VOTAVEL;QT_VOTOS;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO
8;621;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO 20;EQNM 08/10                                            
3;625;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE EDUCACAO INFANTIL 03;QNM 36 CONJUNTO B-2 LOTE 60 - VILA MUTIRAO
13;113;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 312;QS 312  CONJUNTO 05 LOTE 01
19;348;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO CERTO - RUA 08;RUA 08 CHACARA N 229
9;356;WELLINGTON LUIZ DE SOUZA SILVA;2;FACULDADE PROJECAO- PERTO TERMINAL RODOVIARIO GUARA II;AREA ESPECIAL 10 LOTE C
20;151;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 50;EQNP 24/28
15;458;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL SIGMA;RUA 14 SUL, LOTE 06
13;342;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 108;QS 108/110 AE 01
14;193;WELLINGTON LUIZ DE SOUZA SILVA;2;UNICEUB;SEPN 707/907
2;288;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO COC LAGO NORTE;SHIN QL 9/11- AE S/N  LOTE B
6;302;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL VALE DO AMANHECER;AE 03 LOTE 01-VILA PACHECO
6;307;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 13;EQ 6/7 SETOR RESIDENCIAL NORTE
2;393;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DO LAGO NORTE;SHIN CA 02 LOTE 24 LAGO NORTE
3;383;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 46;EQNL 21/23 AREA ESPECIAL 01
11;193;WELLINGTON LUIZ DE SOUZA SILVA;2;CASA THOMAS JEFFERSON;SHCSW/EQSW 301/302, LOTE 02, SETOR SUDOESTE
1;706;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 05 DE BRASILIA;SQS 408 AREA ESPECIAL
14;218;WELLINGTON LUIZ DE SOUZA SILVA;2;UNICEUB;SEPN 707/907
5;112;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO ESPECIAL N 01;QUADRA 14 AREA ESPECIAL RUA 5
1;65;WELLINGTON LUIZ DE SOUZA SILVA;2;SEB D�NATOS;SGAS 604  CONJUNTO C LOTES 25/26
5;212;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 07;AR 13 CONJUNTO 05 LOTE 01
14;37;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
10;256;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 02 DO RIACHO FUNDO I;QN 05 AREA ESPECIAL 07 - RIACHO FUNDO I
18;119;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO PRESBITERIANO MACKENZIE;SHIS QI 05 CHACARA 74/79
2;350;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 06 DO PARANOA;QUADRA 33, AREA ESPECIAL, O G
9;57;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 4;QE 12 AE A
4;337;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 404 DE SANTA MARIA;CL 404 LOTE A
16;263;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 27;QNR 01 AREA ESPECIAL03
16;464;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO ENSINO MEDIO N 02;QUADRA 36 AE 03, VILA SAO JOSE
20;193;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 47;EQNP 22/26
10;208;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO ISAAC NEWTON;QN 07 AREA ESPECIAL 11 RIACHO FUNDO I
19;104;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 8;QNG 12 AREA  ESPECIAL 14
4;276;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 100 DE SANTA MARIA;QR 100 - CONJUNTO T - AREA ESPECIAL 01
17;234;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 28;QUADRA A LOTE B VILA RORIZ SETOR OESTE
17;233;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 10;EQ 10/21 AREA ESPECIAL SETOR OESTE
6;409;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 07;QUADRA 45 BAIRRO NOSSA SRA FATIMA
11;141;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO SOMA;SHCES Q 609, LOTE 01, CRUZEIRO NOVO
4;548;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 213 DE SANTA MARIA;CL 213 LOTE 01 - G
2;139;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO SOCIAL JOAO PAULO II;QUADRA 03 AREA ESPECIAL LOTE 01
8;671;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 39;EQNP 15/11 - SETOR P NORTE                         
1;142;WELLINGTON LUIZ DE SOUZA SILVA;2;UNIP - UNIVERSIDADE PAULISTA;SGAS 913 S/N CONJUNTO B
21;165;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS;QD. 101 CONJ. 10B LOTES 1/2 RECANTO DAS EMAS
5;237;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO ESPECIAL N 01;QUADRA 14 AREA ESPECIAL RUA 5
14;322;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 7 DE BRASILIA;SGAN 912 MODULO A/B
21;215;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 804 DO RECANTO DAS EMAS;QD 804 AREA ESPECIAL 01
2;352;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DO LAGO NORTE;SHIN CA 02 LOTE 24 LAGO NORTE
9;209;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 1;QE 4 AE J
16;49;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 17;EQNO 01/03 - SETOR O
21;172;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS;QD. 101 CONJ. 10B LOTES 1/2 RECANTO DAS EMAS
21;187;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS;QD 106 - AREA ESPECIAL
2;362;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL DRA. ZILDA ARNS;QUADRA 378, CONJUNTO N, AREA ESPECIAL, NMERO 2
9;387;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE VILA ESTRUTURAL;PRACA CENTRAL
19;76;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO TAGUATINGA NORTE;QNC AREA PARA ESCOLA 01/03
19;19;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 12;QNH 06 AREA ESPECIAL
20;117;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 43;EQNP 14/18
1;4;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 102 SUL;SQS 102 AREA ESPECIAL
9;282;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 1;EQ 34/36 AE B
2;111;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 01 DO PARANOA;QD 26 CJ G LT 01 - AREA ESPECIAL
14;80;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 405 NORTE;SQN 405 A/E
8;271;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO 20;EQNM 08/10                                            
8;670;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 39;EQNP 15/11 - SETOR P NORTE                         
8;354;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 08;EQNN 05/07                                   
8;648;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 26;EQNN 03/05
20;214;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 18;QNP 10 A.E.
4;356;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 116 DE SANTA MARIA;CL 116 LOTE 1-M
4;594;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 417 DE SANTA MARIA;QR 417 LOTE A
5;166;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 13 AR 05;AR 05 AREA ESPECIAL 1
16;274;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 30;AREA ESPECIAL FRENTE MODULO 07 -  CONDOMINIO PRIVE
16;305;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 27;QNR 01 AREA ESPECIAL03
18;318;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL SAO FRANCISCO - CHICAO;QUADRA 17, LOTE 100, AREA ESPECIAL
1;226;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA ENSINO MEDIO;SGAS 615 O C
17;267;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 01 DO GAMA;EQ 18/21 PR. 2 A.E. S.LESTE
15;128;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF N 10;QSE 05/07 AREA ESPECIAL N 01
1;184;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA ENSINO MEDIO;SGAS 615 O C
20;168;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 14;EQNP 28/32
20;88;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 33 (ANTIGA E.C. 44);QNP 12 A.E.
19;273;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO DJ;COLONIA AGRICOLA VICENTE PIRES - RUA 08, CHAC. 207, LOTES 02/04
8;766;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 02;EQNM 19/21                                                
1;113;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LA SALLE;SGAS 906  CONJUNTO E LOTE 06
5;282;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LA SALLE;QUADRA 14 AREA ESP. LOTES 24/27
17;251;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL ENGENHO DAS LAJES;BR 060 KM 30 - RODOVIA BSB/GOIANIA
11;90;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 08;AOS 06/08,  AREA ESPECIAL, OCTOGONAL
21;347;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 602 DO RECANTO DAS EMAS;QUADRA 602 CONJUNTO 01 LOTE 01
9;159;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 08 (ANTIGO CEF 07);EQ 28/30 AE A
21;178;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS;QD 106 - AREA ESPECIAL
6;275;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 04;EQ 3/4 PROJECAO G SRL
21;164;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS;QD. 101 CONJ. 10B LOTES 1/2 RECANTO DAS EMAS
18;310;WELLINGTON LUIZ DE SOUZA SILVA;2;CAIC UNESCO;QUADRA 05 CONJ.A AREA ESPECIAL 1
18;199;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 303;QD 303 CONJ 01 LOTE 34
11;120;WELLINGTON LUIZ DE SOUZA SILVA;2;CANDANGUINHO - PUERI (ATUAL MAPLE BEAR );EQSW 303/304, SETOR SUDOESTE
1;671;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO COR JESU;SGAS 615  LOTE 110
8;250;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 06;EQNM 04/06                                         
4;284;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 213 DE SANTA MARIA;CL 213 LOTE 01 - G
8;785;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 20;EQNN 02/04                                        
14;400;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 410 NORTE;SQN 410 A/E
15;236;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
3;310;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 29;QNJ 18 AREA ESPECIAL N 10
15;354;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO UNIVERSITARIO EURO AMERICANO - UNIEURO;AVENIDA CASTANHEIRAS LOTE 370
2;241;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 05 DO PARANOA;QUADRA 24 CJ. I AREA ESPECIAL
10;251;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO - JULIA KUBITSCHEK;QRO A AE 01
6;411;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL POMPILIO MARQUES DE SOUZA;COND. MESTRE DARMAS MOD 1 LOTE 13
2;131;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL ABC;QUADRA 27 CONJUNTO A LOTES 06/07
9;273;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 08 (ANTIGO CEF 07);EQ 28/30 AE A
9;288;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO ENSINO FUNDAMENTAL 01 - VILA ESTRUTURAL;SETOR CENTRAL  AE 03 - VILA ESTRUTURAL
15;268;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE ARNIQUEIRA;SMPW 04 CJ 04 LT 05 - COL. AGR. ARNIQUEIRA
11;123;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCAO;SHCES Q. 309, LOTE 01, AREA ESPECIAL, CRUZEIRO NOVO
14;361;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA JOAO PAULO II;SEPN 702 LOTE B
16;390;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 07;Q. 38 AE N. 02
6;188;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 03;EQ 02/03 SETOR RESIDENCIAL NORTE
14;206;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA JOAO PAULO II;SEPN 702 LOTE B
18;8;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE VILA NOVA;RUA 31 NUMERO 200 BAIRRO SAO JOSE
5;220;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 14;AR 19 CONJUNTO 07 LOTE 01
1;701;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 05 DE BRASILIA;SQS 408 AREA ESPECIAL
10;310;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL N 1 DO RIACHO FUNDO II;QS 18 AE 02 RIACHO FUNDO II
1;135;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA PARQUE 313/314 SUL;EQS 313/314 AREA ESPECIAL
2;397;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO DO SOL;CA 06 LOTE A
17;87;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF 10;EQ 16/26 E 19/22 A.E. S.OESTE
6;143;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 03;EQ 02/03 SETOR RESIDENCIAL NORTE
11;216;WELLINGTON LUIZ DE SOUZA SILVA;2;CANDANGUINHO - PUERI (ATUAL MAPLE BEAR );EQSW 303/304, SETOR SUDOESTE
6;125;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 02;SETOR EDUCACIONAL LOTES J/L
18;25;WELLINGTON LUIZ DE SOUZA SILVA;2;CCIP - CENTRO DE CONVENCES ISRAEL PINHEIRO;SHDB QL 32 CJ 01 BL B
15;533;WELLINGTON LUIZ DE SOUZA SILVA;2;UNIPLAN -CENTRO UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL;AVENIDA PAU BRASIL, LOTE 2 - AGUAS CLARAS - DISTRITO FEDERAL
8;946;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 07;EQNM 05/07
10;55;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DA CANDANGOLANDIA;SPMS QR 1 CONJUNTO G LOTE 59 - CANDANGOLANDIA
4;359;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 403 DE SANTA MARIA;CL 403 - LOTE 1-A
19;261;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO DJ;COLONIA AGRICOLA VICENTE PIRES - RUA 08, CHAC. 207, LOTES 02/04
21;55;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 306 DO RECANTO DAS EMAS;QD 306 AVENIDA MONJOLO LOTE 06 AE
20;19;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 04;QNN 14  A.E.
5;117;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 04;QUADRA 15 AREA ESPECIAL 2
17;138;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF 11;QUADRA 1 A.E. S.SUL
14;319;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO PAULO FREIRE;SGAN 610 MODULO A
21;222;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 802 DO RECANTO DAS EMAS;QD 802  CONJ 21 AE 01 RECANTO DAS EMAS
19;7;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 27;ECNF 01/QNF 19     AE
10;110;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 02  RIACHO FUNDO I;QN 07 AE 1/2
14;282;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 403 NORTE;SQN 403 A/E
9;261;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 08 (ANTIGO CEF 07);EQ 28/30 AE A
8;646;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO 10;EQNN 23/25                                               
14;365;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
2;181;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DARCY RIBEIRO;QUADRA 31 CJ. F  AREA ESPECIAL
5;278;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 04;AR 10 CONJUNTO 09 LOTE 01
19;245;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 02;COLONIA AGRICOLA VILA SAO JOSE - RUA 11 AREA ESPECIAL 01
11;114;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 02;SHCES Q 805, LOTE 02,  AREA ESPECIAL, CRUZEIRO NOVO
19;207;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA BILINGUE LIBRAS (ANTIGA ESCOLA CLASSE N 21);EQNH 01/03 AE S/N
3;436;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 17;EQNM 38/40 LOTE A
9;37;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 4;QE 09 AE D
20;95;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO ESPECIAL 01;EQNP 10/14
11;52;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 02;SHCES Q 805, LOTE 02,  AREA ESPECIAL, CRUZEIRO NOVO
1;208;WELLINGTON LUIZ DE SOUZA SILVA;2;CEJA ASA SUL C.E.S.A.S.;SGAS 602 PROJ D
17;287;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 19 DO GAMA;E/Q 30/49 A.E SETOR LESTE
19;284;WELLINGTON LUIZ DE SOUZA SILVA;2;FACULDADE PROJECAO;AREA ESPECIAL 4 E 5, SETOR C NORTE (QNC)
8;893;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO 16;EQNM 22/24                                              
2;126;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 02 DO PARANOA;QD 30 CJ E LT 17
15;296;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENS MEDIO N 3;QSE 05 AREA ESPECIAL N 14
17;376;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 03 DO GAMA;E Q 6/11 A. E.S.LESTE
10;64;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DA CANDANGOLANDIA;SPMS QR 1 CONJUNTO G LOTE 59 - CANDANGOLANDIA
1;707;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 01 DE BRASILIA;SQS 106 AREA ESPECIAL
14;217;WELLINGTON LUIZ DE SOUZA SILVA;2;UNICEUB;SEPN 707/907
10;3;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 4;2 AV ENTREBLOCOS 440/540
11;20;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 01;SRES Q 01, LOTE 05, AREA ESPECIAL, CRUZEIRO VELHO
16;286;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 56;EQNO 18 CONJUNTO I LOTE 2 - EXPANSAO DO SETOR O
5;357;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 14;AR 19 CONJUNTO 07 LOTE 01
11;153;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO DROMOS;SQSW/EQSW 303/304, LOTE 03, SETOR SUDOESTE
14;118;WELLINGTON LUIZ DE SOUZA SILVA;2;IESB - INSTITUTO DE EDUCACAO SUPERIOR DE BRASILIA;SGAN 609 MODULO D
16;460;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO ENSINO MEDIO N 02;QUADRA 36 AE 03, VILA SAO JOSE
10;244;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA SALESIANA SAO DOMINGOS SAVIO;3 AVENIDA AE 5 LOTE A/F- NCLEO BANDEIRANTE 
6;225;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL STELLA DOS CHERUBINS GUIMARAES TROIS;RUA HUGO LOBO QD 97 AREA ESPECIAL
19;62;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO TAGUATINGA NORTE;QNC AREA PARA ESCOLA 01/03
16;42;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 16;EQNO 04/06 - SETOR O
5;60;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 03;QUADRA 6 AREA ESPECIAL 3
14;235;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 115 NORTE;SQN 115
17;213;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 15;QUADRA 02 AREA ESPECIAL SETOR NORTE
13;38;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 111;QS 111 AREA ESPECIAL 10
17;143;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF 11;QUADRA 1 A.E. S.SUL
21;78;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 317 DE SAMAMBAIA;QR 317 AREA ESPECIAL 3 LOTE 11
19;115;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL N 12;QNG 39 AREA ESPECIAL 03
1;119;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LA SALLE;SGAS 906  CONJUNTO E LOTE 06
14;338;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 7 DE BRASILIA;SGAN 912 MODULO A/B
14;207;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA JOAO PAULO II;SEPN 702 LOTE B
19;327;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO VITORIA REGIA (ANTIGO COLEGIO MAXIMUS);RUA 06 CH. 276
5;171;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL PROF CARLOS MOTA;RODOVIA DF-01 KM 13 RUA 8 CHACARA 187-LAGO OESTE
16;93;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 26 (ANTIGA EC 30);EQNO 5/7 - SETOR O
4;433;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 316 DE SANTA MARIA;CL 316 LOTE 1-A
1;116;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LA SALLE;SGAS 906  CONJUNTO E LOTE 06
21;157;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 510 DE SAMAMBAIA;QN 510 CONJUNTO 07 LOTE 1 AE
6;166;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL  03;EQ 10/20 CONJ H LOTE 01-BURITIS II
16;492;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL N. 03;AE - QUADRA 046, VILA SAO JOSE
21;112;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 802 DO RECANTO DAS EMAS;QD 802  CONJ 21 AE 01 RECANTO DAS EMAS
1;134;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA PARQUE 313/314 SUL;EQS 313/314 AREA ESPECIAL
19;111;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL N 12;QNG 39 AREA ESPECIAL 03
